Opt. Const. of VOPc vs. nm,,
nm	n	k
930.444824	2.905646	0.018668
932.019836	2.897157	0.016535
933.594604	2.888791	0.014519
935.169434	2.88054	0.012626
936.744141	2.872401	0.010863
938.318726	2.864371	0.009234
939.893188	2.856452	0.007747
941.467468	2.848644	0.006406
943.041809	2.840953	0.005216
944.615906	2.833393	0.004183
946.189941	2.825975	0.0033
947.763855	2.818708	0.002556
949.337585	2.811597	0.001944
950.911316	2.804644	0.001453
952.484985	2.797853	0.001075
954.058411	2.791224	0.0008
955.631714	2.78476	0.000619
957.204956	2.778459	0.000523
958.778137	2.772321	0.000503
960.351196	2.766345	0.000551
961.924011	2.76053	0.000657
963.496887	2.754872	0.000812
965.069519	2.749369	0.001009
966.64209	2.744016	0.001239
968.214539	2.738806	0.001495
969.786926	2.733737	0.001773
971.35907	2.728803	0.002068
972.931274	2.724	0.002374
974.503235	2.719324	0.002687
976.075073	2.714772	0.003002
977.64679	2.710339	0.003314
979.218445	2.706021	0.003619
980.789917	2.701812	0.003912
982.361328	2.697708	0.004188
983.932617	2.693703	0.004444
985.503784	2.689792	0.004673
987.074829	2.685968	0.004873
988.645691	2.682222	0.005039
990.216492	2.678545	0.005168
991.787231	2.674923	0.005262
993.357727	2.67135	0.005325
994.928223	2.66782	0.005361
996.498413	2.664328	0.005375
998.068665	2.66087	0.00537
999.638794	2.657443	0.00535
1012.848328	2.62958	0.005107
1016.217773	2.622764	0.005173
1019.587708	2.616115	0.005315
1022.958313	2.609644	0.005516
1026.329468	2.603355	0.005758
1029.701294	2.597246	0.006024
1033.073608	2.59131	0.0063
1036.446533	2.585536	0.006568
1039.82019	2.579905	0.006815
1043.194336	2.574387	0.007034
1046.569092	2.568959	0.00724
1049.944458	2.563609	0.007448
1053.320435	2.558331	0.007672
1056.697021	2.553122	0.007927
1060.074097	2.547985	0.008226
1063.451904	2.542927	0.008583
1066.8302	2.537962	0.009012
1070.209106	2.533119	0.009513
1073.588623	2.528416	0.010069
1076.96875	2.523863	0.010659
1080.349487	2.51946	0.011264
1083.730835	2.515206	0.011866
1087.112793	2.511093	0.012444
1090.495239	2.507113	0.012983
1093.878418	2.503246	0.013463
1097.262085	2.499469	0.013872
1100.646362	2.49575	0.014215
1104.03125	2.492071	0.014503
1107.416748	2.488421	0.014749
1110.802856	2.484791	0.014965
1114.189575	2.481176	0.015164
1117.576904	2.477574	0.015355
1120.964722	2.473984	0.015551
1124.353271	2.470409	0.015761
1127.74231	2.466856	0.015995
1131.131958	2.463332	0.016255
1134.522217	2.459842	0.016541
1137.913086	2.456391	0.016854
1141.304565	2.45298	0.017193
1144.696533	2.449613	0.01756
1148.089233	2.446293	0.017953
1151.482544	2.443023	0.018375
1154.876343	2.439807	0.018824
1158.270752	2.436653	0.0193
1161.665771	2.433569	0.019799
1165.061523	2.430561	0.02031
1168.457764	2.427628	0.020824
1171.854492	2.424771	0.02133
1175.251953	2.421986	0.021822
1178.650024	2.41927	0.022288
1182.048584	2.416616	0.022722
1185.447876	2.414017	0.023114
1188.847656	2.411462	0.023457
1192.248047	2.408934	0.023744
1195.649048	2.406412	0.02398
1199.050537	2.403884	0.024179
1202.452881	2.401342	0.024352
1205.855591	2.398784	0.024511
1209.259033	2.396206	0.024668
1212.662964	2.393612	0.024833
1216.067627	2.391003	0.025018
1219.472778	2.388385	0.025234
1222.87854	2.385766	0.025489
1226.284912	2.383158	0.025795
1229.691772	2.380585	0.026153
