Opt. Const. of PFOGlassy vs. nm,,,,
nm	"n	 Ordinary"	"k	 Ordinary"	"n	 Extra-ordinary"	"k	 Extra-ordinary"
417.600006	2.139349	0.079302	1.880926	0.077515
417.899994	2.133412	0.072853	1.879049	0.072626
418.200012	2.127263	0.067139	1.876788	0.067972
418.5	2.121002	0.061777	1.874336	0.063429
418.799988	2.114735	0.056383	1.871893	0.058874
419.100006	2.108448	0.051346	1.869281	0.054472
419.399994	2.102121	0.047058	1.866324	0.050388
419.700012	2.095783	0.042744	1.863371	0.046291
420	2.089434	0.038405	1.860423	0.04218
420.299988	2.083297	0.035049	1.857055	0.038677
420.600006	2.077146	0.031673	1.853688	0.035161
420.899994	2.070982	0.028277	1.850321	0.031632
421.200012	2.065033	0.02539	1.84679	0.028579
421.5	2.059184	0.022751	1.843174	0.02576
421.799988	2.053322	0.020097	1.839556	0.02293
422.100006	2.047557	0.017631	1.835933	0.020329
422.399994	2.042001	0.015562	1.832304	0.018197
422.700012	2.036431	0.013481	1.82867	0.016057
423	2.030849	0.011388	1.825031	0.013908
423.299988	2.025555	0.009848	1.821532	0.012363
423.600006	2.020248	0.008301	1.818027	0.010812
423.899994	2.014929	0.006745	1.814516	0.009256
424.200012	2.009825	0.005545	1.811156	0.008029
424.5	2.004824	0.004522	1.807868	0.006967
424.799988	1.99981	0.003493	1.804575	0.005901
425.100006	1.994935	0.002624	1.801373	0.004964
425.399994	1.990348	0.00208	1.798359	0.004291
425.700012	1.98575	0.001533	1.795341	0.003615
426	1.981142	0.000984	1.792318	0.002938
426.299988	1.97705	0.000769	1.789611	0.002554
426.600006	1.97295	0.000554	1.7869	0.002169
426.899994	1.968841	0.000338	1.784185	0.001783
427.200012	1.965065	0.00023	1.781683	0.001525
427.5	1.961453	0.000176	1.779287	0.001331
427.799988	1.957835	0.000122	1.776888	0.001137
428.100006	1.954345	0.000079	1.774585	0.000974
428.399994	1.951119	0.000061	1.772481	0.000873
428.700012	1.947888	0.000042	1.770373	0.000772
