Opt. Const. of SubNc vs. nm,,,,
nm	"n	 Ordinary"	"k	 Ordinary"	"n	 Extra-ordinary"	"k	 Extra-ordinary"
767.000000	2.716649	0.013042	1.880598	0.000755
768.000000	2.708553	0.012406	1.878507	0.000733
769.000000	2.700667	0.011813	1.876466	0.000712
770.000000	2.692981	0.011257	1.874472	0.000692
771.000000	2.685489	0.010737	1.872524	0.000673
772.000000	2.678181	0.010249	1.870619	0.000655
773.000000	2.671052	0.009791	1.868757	0.000638
774.000000	2.664093	0.009361	1.866935	0.000622
775.000000	2.657299	0.008956	1.865152	0.000607
776.000000	2.650663	0.008574	1.863407	0.000593
777.000000	2.644180	0.008214	1.861698	0.000579
778.000000	2.637843	0.007874	1.860024	0.000566
779.000000	2.631647	0.007552	1.858384	0.000553
780.000000	2.625587	0.007248	1.856777	0.000541
781.000000	2.619658	0.006960	1.855202	0.000530
782.000000	2.613857	0.006687	1.853657	0.000519
783.000000	2.608177	0.006427	1.852142	0.000508
784.000000	2.602615	0.006181	1.850655	0.000498
785.000000	2.597168	0.005947	1.849196	0.000488
786.000000	2.591831	0.005724	1.847764	0.000478
787.000000	2.586600	0.005512	1.846359	0.000469
788.000000	2.581473	0.005310	1.844978	0.000460
789.000000	2.576445	0.005117	1.843622	0.000452
790.000000	2.571514	0.004933	1.842290	0.000443
791.000000	2.566676	0.004757	1.840981	0.000435
792.000000	2.561930	0.004589	1.839694	0.000428
793.000000	2.557271	0.004429	1.838430	0.000420
794.000000	2.552698	0.004275	1.837186	0.000413
795.000000	2.548207	0.004129	1.835964	0.000405
796.000000	2.543797	0.003988	1.834761	0.000399
797.000000	2.539465	0.003854	1.833578	0.000392
798.000000	2.535209	0.003725	1.832414	0.000385
799.000000	2.531026	0.003601	1.831268	0.000379
800.000000	2.526916	0.003482	1.830140	0.000373
801.000000	2.522874	0.003369	1.829031	0.000366
802.000000	2.518901	0.003260	1.827938	0.000361
803.000000	2.514993	0.003155	1.826861	0.000355
804.000000	2.511150	0.003054	1.825801	0.000349
805.000000	2.507369	0.002958	1.824757	0.000344
806.000000	2.503649	0.002865	1.823729	0.000338
807.000000	2.499988	0.002776	1.822715	0.000333
808.000000	2.496385	0.002690	1.821717	0.000328
809.000000	2.492838	0.002608	1.820732	0.000323
810.000000	2.489346	0.002529	1.819762	0.000318
811.000000	2.485908	0.002452	1.818805	0.000313
812.000000	2.482522	0.002379	1.817862	0.000308
813.000000	2.479187	0.002309	1.816932	0.000304
814.000000	2.475902	0.002241	1.816015	0.000299
815.000000	2.472665	0.002175	1.815110	0.000295
816.000000	2.469476	0.002112	1.814218	0.000291
817.000000	2.466333	0.002052	1.813337	0.000286
818.000000	2.463236	0.001993	1.812468	0.000282
819.000000	2.460182	0.001937	1.811611	0.000278
820.000000	2.457172	0.001883	1.810765	0.000274
821.000000	2.454205	0.001831	1.809930	0.000270
822.000000	2.451278	0.001780	1.809106	0.000267
823.000000	2.448392	0.001732	1.808292	0.000263
824.000000	2.445546	0.001685	1.807488	0.000259
825.000000	2.442739	0.001640	1.806695	0.000256
826.000000	2.439969	0.001596	1.805911	0.000252
827.000000	2.437236	0.001554	1.805137	0.000249
828.000000	2.434540	0.001514	1.804373	0.000245
829.000000	2.431879	0.001475	1.803618	0.000242
830.000000	2.429252	0.001437	1.802872	0.000239
831.000000	2.426661	0.001400	1.802135	0.000236
832.000000	2.424102	0.001365	1.801407	0.000232
833.000000	2.421576	0.001331	1.800687	0.000229
834.000000	2.419082	0.001298	1.799976	0.000226
835.000000	2.416620	0.001267	1.799273	0.000223
836.000000	2.414188	0.001236	1.798578	0.000220
837.000000	2.411787	0.001207	1.797891	0.000218
838.000000	2.409415	0.001178	1.797212	0.000215
839.000000	2.407072	0.001150	1.796541	0.000212
840.000000	2.404757	0.001124	1.795877	0.000209
841.000000	2.402471	0.001098	1.795221	0.000207
842.000000	2.400212	0.001073	1.794572	0.000204
843.000000	2.397980	0.001049	1.793930	0.000201
844.000000	2.395774	0.001025	1.793295	0.000199
845.000000	2.393594	0.001003	1.792667	0.000196
846.000000	2.391440	0.000981	1.792045	0.000194
847.000000	2.389310	0.000960	1.791431	0.000192
848.000000	2.387205	0.000939	1.790823	0.000189
849.000000	2.385125	0.000919	1.790221	0.000187
850.000000	2.383067	0.000900	1.789626	0.000185
851.000000	2.381033	0.000881	1.789036	0.000182
852.000000	2.379022	0.000863	1.788453	0.000180
853.000000	2.377033	0.000846	1.787876	0.000178
854.000000	2.375067	0.000829	1.787305	0.000176
855.000000	2.373122	0.000813	1.786740	0.000174
856.000000	2.371198	0.000797	1.786180	0.000172
857.000000	2.369295	0.000782	1.785626	0.000170
858.000000	2.367413	0.000767	1.785078	0.000168
859.000000	2.365550	0.000752	1.784535	0.000166
860.000000	2.363708	0.000738	1.783997	0.000164
861.000000	2.361885	0.000725	1.783465	0.000162
862.000000	2.360082	0.000711	1.782938	0.000160
863.000000	2.358297	0.000699	1.782416	0.000158
864.000000	2.356531	0.000686	1.781898	0.000156
865.000000	2.354784	0.000674	1.781386	0.000155
866.000000	2.353054	0.000662	1.780879	0.000153
867.000000	2.351342	0.000651	1.780377	0.000151
868.000000	2.349648	0.000640	1.779879	0.000149
869.000000	2.347970	0.000629	1.779386	0.000148
870.000000	2.346310	0.000619	1.778897	0.000146
871.000000	2.344666	0.000609	1.778413	0.000145
872.000000	2.343038	0.000599	1.777934	0.000143
873.000000	2.341427	0.000590	1.777459	0.000141
874.000000	2.339831	0.000580	1.776988	0.000140
875.000000	2.338251	0.000571	1.776521	0.000138
876.000000	2.336687	0.000563	1.776059	0.000137
877.000000	2.335138	0.000554	1.775601	0.000135
878.000000	2.333603	0.000546	1.775147	0.000134
879.000000	2.332083	0.000538	1.774696	0.000133
880.000000	2.330578	0.000530	1.774250	0.000131
881.000000	2.329087	0.000522	1.773808	0.000130
882.000000	2.327610	0.000515	1.773370	0.000128
883.000000	2.326147	0.000507	1.772935	0.000127
884.000000	2.324698	0.000500	1.772504	0.000126
885.000000	2.323262	0.000494	1.772077	0.000124
886.000000	2.321839	0.000487	1.771653	0.000123
887.000000	2.320430	0.000480	1.771234	0.000122
888.000000	2.319033	0.000474	1.770817	0.000121
889.000000	2.317649	0.000468	1.770404	0.000119
890.000000	2.316278	0.000462	1.769995	0.000118
891.000000	2.314919	0.000456	1.769589	0.000117
892.000000	2.313572	0.000450	1.769186	0.000116
893.000000	2.312237	0.000444	1.768787	0.000115
894.000000	2.310914	0.000439	1.768391	0.000113
895.000000	2.309602	0.000434	1.767998	0.000112
896.000000	2.308302	0.000428	1.767608	0.000111
897.000000	2.307014	0.000423	1.767221	0.000110
898.000000	2.305737	0.000418	1.766838	0.000109
899.000000	2.304471	0.000413	1.766457	0.000108
