Opt. Const. of PFOGlassy0Vol% vs. nm,,,,
nm	"n	 Ordinary"	"k	 Ordinary"	"n	 Extra-ordinary"	"k	 Extra-ordinary"
970	1.621858	0	1.572068	0
971	1.621799	0	1.572001	0
972	1.621741	0	1.571935	0
973	1.621682	0	1.571869	0
974	1.621623	0	1.571802	0
975	1.621565	0	1.571736	0
976	1.621506	0	1.571669	0
977	1.621448	0	1.571603	0
978	1.62139	0	1.571537	0
979	1.621332	0	1.57147	0
980	1.621274	0	1.571404	0
981	1.621217	0	1.571338	0
982	1.621159	0	1.571272	0
983	1.621102	0	1.571206	0
984	1.621045	0	1.57114	0
985	1.620987	0	1.571074	0
986	1.62093	0	1.571008	0
987	1.620873	0	1.570942	0
988	1.620817	0	1.570876	0
989	1.62076	0	1.57081	0
990	1.620704	0	1.570744	0
991	1.620647	0	1.570678	0
992	1.620591	0	1.570612	0
993	1.620535	0	1.570546	0
994	1.620479	0	1.570481	0
995	1.620423	0	1.570415	0
996	1.620367	0	1.570349	0
997	1.620311	0	1.570283	0
998	1.620256	0	1.570218	0
999	1.620201	0	1.570152	0
1000	1.620145	0	1.570086	0
1002.5	1.620008	0	1.569922	0
1005	1.619871	0	1.569758	0
1007.5	1.619734	0	1.569595	0
1010	1.619599	0	1.569431	0
1012.5	1.619464	0	1.569268	0
1015	1.61933	0	1.569104	0
1017.5	1.619196	0	1.568941	0
1020	1.619064	0	1.568778	0
1022.5	1.618932	0	1.568615	0
1025	1.6188	0	1.568452	0
1027.5	1.618669	0	1.568289	0
1030	1.618539	0	1.568127	0
1032.5	1.61841	0	1.567964	0
1035	1.618281	0	1.567802	0
1037.5	1.618152	0	1.567639	0
1040	1.618024	0	1.567477	0
1042.5	1.617897	0	1.567315	0
1045	1.617771	0	1.567152	0
1047.5	1.617645	0	1.56699	0
1050	1.617519	0	1.566828	0
1052.5	1.617395	0	1.566666	0
1055	1.61727	0	1.566504	0
1057.5	1.617147	0	1.566342	0
1060	1.617023	0	1.56618	0
1062.5	1.616901	0	1.566019	0
1065	1.616779	0	1.565857	0
1067.5	1.616657	0	1.565695	0
1070	1.616536	0	1.565533	0
1072.5	1.616415	0	1.565372	0
1075	1.616295	0	1.56521	0
1077.5	1.616175	0	1.565048	0
1080	1.616056	0	1.564887	0
1082.5	1.615938	0	1.564725	0
1085	1.615819	0	1.564564	0
1087.5	1.615702	0	1.564402	0
1090	1.615584	0	1.56424	0
1092.5	1.615468	0	1.564079	0
1095	1.615351	0	1.563917	0
1097.5	1.615235	0	1.563755	0
1100	1.61512	0	1.563594	0
1102.5	1.615005	0	1.563432	0
1105	1.61489	0	1.56327	0
1107.5	1.614776	0	1.563109	0
1110	1.614662	0	1.562947	0
1112.5	1.614549	0	1.562785	0
1115	1.614436	0	1.562624	0
1117.5	1.614323	0	1.562462	0
1120	1.614211	0	1.5623	0
1122.5	1.614099	0	1.562138	0
1125	1.613988	0	1.561976	0
1127.5	1.613877	0	1.561814	0
1130	1.613766	0	1.561652	0
1132.5	1.613655	0	1.56149	0
1135	1.613546	0	1.561328	0
1137.5	1.613436	0	1.561166	0
1140	1.613327	0	1.561003	0
1142.5	1.613218	0	1.560841	0
1145	1.613109	0	1.560679	0
1147.5	1.613001	0	1.560516	0
1150	1.612893	0	1.560354	0
1152.5	1.612785	0	1.560191	0
1155	1.612678	0	1.560029	0
1157.5	1.612571	0	1.559866	0
1160	1.612465	0	1.559703	0
1162.5	1.612358	0	1.55954	0
1165	1.612252	0	1.559378	0
1167.5	1.612146	0	1.559214	0
1170	1.612041	0	1.559051	0
1172.5	1.611936	0	1.558888	0
1175	1.611831	0	1.558725	0
1177.5	1.611727	0	1.558562	0
1180	1.611622	0	1.558398	0
1182.5	1.611518	0	1.558235	0
1185	1.611415	0	1.558071	0
1187.5	1.611311	0	1.557907	0
1190	1.611208	0	1.557743	0
1192.5	1.611105	0	1.557579	0
1195	1.611003	0	1.557415	0
1197.5	1.6109	0	1.557251	0
1200	1.610798	0	1.557087	0
1202.5	1.610696	0	1.556922	0
1205	1.610595	0	1.556758	0
1207.5	1.610493	0	1.556593	0
1210	1.610392	0	1.556428	0
1212.5	1.610291	0	1.556264	0
1215	1.610191	0	1.556099	0
1217.5	1.61009	0	1.555933	0
1220	1.60999	0	1.555768	0
1222.5	1.60989	0	1.555603	0
1225	1.60979	0	1.555437	0
1227.5	1.609691	0	1.555272	0
1230	1.609591	0	1.555106	0
1232.5	1.609492	0	1.55494	0
1235	1.609393	0	1.554774	0
1237.5	1.609294	0	1.554608	0
1240	1.609196	0	1.554442	0
1242.5	1.609098	0	1.554275	0
1245	1.609	0	1.554109	0
1247.5	1.608902	0	1.553942	0
1250	1.608804	0	1.553775	0
1252.5	1.608706	0	1.553608	0
1255	1.608609	0	1.553441	0
1257.5	1.608512	0	1.553274	0
1260	1.608415	0	1.553106	0
1262.5	1.608318	0	1.552938	0
1265	1.608221	0	1.552771	0
1267.5	1.608125	0	1.552603	0
1270	1.608029	0	1.552435	0
1272.5	1.607933	0	1.552266	0
1275	1.607837	0	1.552098	0
1277.5	1.607741	0	1.55193	0
1280	1.607645	0	1.551761	0
1282.5	1.60755	0	1.551592	0
1285	1.607455	0	1.551423	0
1287.5	1.607359	0	1.551254	0
1290	1.607264	0	1.551084	0
1292.5	1.60717	0	1.550915	0
1295	1.607075	0	1.550745	0
1297.5	1.60698	0	1.550575	0
1300	1.606886	0	1.550405	0
1302.5	1.606792	0	1.550235	0
1305	1.606697	0	1.550065	0
1307.5	1.606603	0	1.549894	0
1310	1.60651	0	1.549723	0
1312.5	1.606416	0	1.549552	0
1315	1.606322	0	1.549381	0
1317.5	1.606229	0	1.54921	0
1320	1.606135	0	1.549039	0
1322.5	1.606042	0	1.548867	0
1325	1.605949	0	1.548695	0
1327.5	1.605856	0	1.548523	0
1330	1.605763	0	1.548351	0
1332.5	1.605671	0	1.548179	0
1335	1.605578	0	1.548006	0
1337.5	1.605485	0	1.547833	0
1340	1.605393	0	1.54766	0
1342.5	1.605301	0	1.547487	0
1345	1.605209	0	1.547314	0
1347.5	1.605116	0	1.54714	0
1350	1.605024	0	1.546967	0
1352.5	1.604933	0	1.546793	0
1355	1.604841	0	1.546619	0
1357.5	1.604749	0	1.546444	0
1360	1.604658	0	1.54627	0
1362.5	1.604566	0	1.546095	0
1365	1.604475	0	1.54592	0
1367.5	1.604383	0	1.545745	0
1370	1.604292	0	1.54557	0
1372.5	1.604201	0	1.545394	0
1375	1.60411	0	1.545219	0
1377.5	1.604019	0	1.545043	0
1380	1.603928	0	1.544867	0
1382.5	1.603838	0	1.54469	0
1385	1.603747	0	1.544514	0
1387.5	1.603656	0	1.544337	0
1390	1.603566	0	1.54416	0
1392.5	1.603475	0	1.543983	0
1395	1.603385	0	1.543806	0
1397.5	1.603295	0	1.543628	0
1400	1.603204	0	1.54345	0
1402.5	1.603114	0	1.543272	0
1405	1.603024	0	1.543094	0
1407.5	1.602934	0	1.542916	0
1410	1.602844	0	1.542737	0
1412.5	1.602754	0	1.542558	0
1415	1.602664	0	1.542379	0
1417.5	1.602575	0	1.5422	0
1420	1.602485	0	1.54202	0
1422.5	1.602395	0	1.541841	0
1425	1.602306	0	1.541661	0
1427.5	1.602216	0	1.541481	0
1430	1.602127	0	1.5413	0
1432.5	1.602037	0	1.54112	0
1435	1.601948	0	1.540939	0
1437.5	1.601858	0	1.540758	0
1440	1.601769	0	1.540576	0
1442.5	1.60168	0	1.540395	0
1445	1.601591	0	1.540213	0
1447.5	1.601502	0	1.540031	0
1450	1.601413	0	1.539849	0
1452.5	1.601324	0	1.539667	0
1455	1.601235	0	1.539484	0
1457.5	1.601146	0	1.539301	0
1460	1.601057	0	1.539118	0
1462.5	1.600968	0	1.538935	0
1465	1.600879	0	1.538751	0
1467.5	1.60079	0	1.538567	0
1470	1.600701	0	1.538383	0
1472.5	1.600613	0	1.538199	0
1475	1.600524	0	1.538014	0
1477.5	1.600435	0	1.53783	0
1480	1.600347	0	1.537645	0
1482.5	1.600258	0	1.537459	0
1485	1.60017	0	1.537274	0
1487.5	1.600081	0	1.537088	0
1490	1.599993	0	1.536902	0
1492.5	1.599904	0	1.536716	0
1495	1.599816	0	1.53653	0
1497.5	1.599727	0	1.536343	0
1500	1.599639	0	1.536156	0
1502.5	1.599551	0	1.535969	0
1505	1.599462	0	1.535782	0
1507.5	1.599374	0	1.535594	0
1510	1.599286	0	1.535406	0
1512.5	1.599197	0	1.535218	0
1515	1.599109	0	1.53503	0
1517.5	1.599021	0	1.534841	0
1520	1.598933	0	1.534652	0
1522.5	1.598844	0	1.534463	0
1525	1.598756	0	1.534274	0
1527.5	1.598668	0	1.534085	0
1530	1.59858	0	1.533895	0
1532.5	1.598492	0	1.533705	0
1535	1.598403	0	1.533514	0
1537.5	1.598315	0	1.533324	0
1540	1.598227	0	1.533133	0
1542.5	1.598139	0	1.532942	0
1545	1.598051	0	1.532751	0
1547.5	1.597963	0	1.532559	0
1550	1.597875	0	1.532367	0
1552.5	1.597787	0	1.532175	0
1555	1.597699	0	1.531983	0
1557.5	1.59761	0	1.53179	0
1560	1.597522	0	1.531597	0
1562.5	1.597434	0	1.531404	0
1565	1.597346	0	1.531211	0
1567.5	1.597258	0	1.531017	0
1570	1.59717	0	1.530823	0
1572.5	1.597082	0	1.530629	0
1575	1.596994	0	1.530435	0
1577.5	1.596906	0	1.53024	0
1580	1.596818	0	1.530046	0
1582.5	1.59673	0	1.52985	0
1585	1.596642	0	1.529655	0
1587.5	1.596554	0	1.529459	0
1590	1.596465	0	1.529263	0
1592.5	1.596377	0	1.529067	0
1595	1.596289	0	1.528871	0
1597.5	1.596201	0	1.528674	0
1600	1.596113	0	1.528477	0
1602.5	1.596025	0	1.52828	0
1605	1.595937	0	1.528082	0
1607.5	1.595848	0	1.527884	0
1610	1.59576	0	1.527686	0
1612.5	1.595672	0	1.527488	0
1615	1.595584	0	1.52729	0
1617.5	1.595496	0	1.527091	0
1620	1.595407	0	1.526892	0
1622.5	1.595319	0	1.526692	0
1625	1.595231	0	1.526493	0
1627.5	1.595143	0	1.526293	0
1630	1.595055	0	1.526093	0
1632.5	1.594966	0	1.525892	0
1635	1.594878	0	1.525692	0
1637.5	1.59479	0	1.525491	0
1640	1.594701	0	1.525289	0
1642.5	1.594613	0	1.525088	0
1645	1.594524	0	1.524886	0
1647.5	1.594436	0	1.524684	0
1650	1.594347	0	1.524482	0
1652.5	1.594259	0	1.524279	0
1655	1.594171	0	1.524076	0
1657.5	1.594082	0	1.523873	0
1660	1.593994	0	1.52367	0
1662.5	1.593905	0	1.523466	0
1665	1.593816	0	1.523262	0
1667.5	1.593728	0	1.523058	0
1670	1.593639	0	1.522853	0
1672.5	1.59355	0	1.522649	0
1675	1.593462	0	1.522444	0
1677.5	1.593373	0	1.522238	0
1680	1.593284	0	1.522033	0
1682.5	1.593196	0	1.521827	0
1685	1.593107	0	1.521621	0
1687.5	1.593018	0	1.521414	0
1690	1.592929	0	1.521208	0
