Wavelength (nm)	n	k
220.0	0.8972735999999999	0.4932484368725979
220.25	0.8972735999999999	0.4813361632153578
220.5	0.8972735999999998	0.4708694238895581
220.75	0.8972735999999998	0.4627717547180634
221.0	0.8972735999999999	0.45017686762653203
221.25	0.8972735999999999	0.4466567238379318
221.5	0.8972735999999999	0.43179984320923914
221.75	0.8972735999999999	0.4235281745348859
222.0	0.8972735999999999	0.4095814451519149
222.25	0.8972735999999999	0.39682594313466796
222.5	0.8972735999999999	0.384445209277424
222.75	0.8972735999999999	0.3684372550144362
223.0	0.8972735999999999	0.3536339126943154
223.25	0.8972735999999999	0.3377999579341861
223.5	0.8972735999999999	0.3236524598940706
223.75	0.8972735999999999	0.305971433488212
224.0	0.8972735999999999	0.29712422799671123
224.25	0.8972735999999999	0.2861221055851928
224.5	0.8972735999999999	0.2800053538308572
224.75	0.8972735999999999	0.275695519990822
225.0	0.8972735999999999	0.27303198913937166
225.25	0.8972735999999999	0.2718943000822195
225.5	0.8972735999999999	0.27609705730511097
225.75	0.8972735999999999	0.27992504636799936
226.0	0.8972735999999999	0.28072812099657735
226.25	0.8972735999999999	0.28419472647660565
226.5	0.8972735999999999	0.28695194936805674
226.75	0.8972735999999999	0.2880896384252089
227.0	0.8972735999999999	0.2854261075737586
227.25	0.8972735999999999	0.2807147364194344
227.5	0.8972735999999999	0.2722422990879367
227.75	0.8972735999999999	0.26328801697929216
228.0	0.8972735999999999	0.24877913535631657
228.25	0.8972735999999999	0.23831239603051685
228.5	0.8972735999999999	0.22392397560182792
228.75	0.8972735999999999	0.2111818581617239
229.0	0.8972735999999999	0.1983326641044762
229.25	0.8972735999999999	0.18540316258437065
229.5	0.8972735999999999	0.1746955008699975
229.75	0.8972735999999999	0.1660892177670701
230.0	0.8972735999999999	0.1574427809327138
230.25	0.8972735999999999	0.15013480181265415
230.5	0.8972735999999999	0.14524943115547143
230.75	0.8972735999999999	0.1388783724354194
231.0	0.8972735999999999	0.13506376794967398
231.25	0.8972735999999999	0.1317484081913612
231.5	0.8972735999999999	0.12879844738905138
231.75	0.8972735999999999	0.1290380313199105
232.0	0.8972735999999999	0.12749345111761218
232.25	0.8972735999999999	0.1266863611158913
232.5	0.8972735999999999	0.1263316698216027
232.75	0.8972735999999999	0.12699152947475095
233.0	0.8972735999999999	0.12859098644333544
233.25	0.8972735999999999	0.12968316793820148
233.5	0.8972735999999999	0.13068433430849538
233.75	0.8972735999999999	0.13315111187594408
234.0	0.8972735999999999	0.1366163788982581
234.25	0.8972735999999999	0.1400294460697145
234.5	0.8972735999999999	0.1444597411040364
234.75	0.8972735999999999	0.14810034608692327
235.0	0.8972735999999999	0.15269125604696074
235.25	0.8972735999999999	0.1601866192470219
235.5	0.8972735999999999	0.16721352224707928
235.75	0.8972735999999999	0.1744144247499952
236.0	0.8972735999999999	0.18116025163005028
236.25	0.8972735999999999	0.1888831526415419
236.5	0.8972735999999999	0.19360790837300904
236.75	0.8972735999999999	0.19860035564733552
237.0	0.8972735999999999	0.2027495745616551
237.25	0.8972735999999999	0.20726017705883476
237.5	0.8972735999999999	0.21047247557314672
237.75	0.8972735999999999	0.2137784661274594
238.0	0.8972735999999999	0.21774030096177746
238.25	0.8972735999999999	0.21978814126465132
238.5	0.8972735999999999	0.22283982485324766
238.75	0.8972735999999999	0.22597181590470178
239.0	0.8972735999999999	0.2308304174075986
239.25	0.8972735999999999	0.2333467179104763
239.5	0.8972735999999999	0.23839270349337463
239.75	0.8972735999999999	0.24428191743627983
240.0	0.8972735999999999	0.24908698063060478
240.25	0.8972735999999999	0.2558997303963747
240.5	0.8972735999999999	0.2638635537964397
240.75	0.8972735999999999	0.27095737968221184
241.0	0.8972735999999999	0.27936289412799475
241.25	0.8972735999999999	0.2884108682766401
241.5	0.8972735999999999	0.2975659190424291
241.75	0.8972735999999999	0.3086751180710912
242.0	0.8972735999999999	0.3214573892426241
242.25	0.8972735999999999	0.33480181265416165
242.5	0.8972735999999999	0.3487351574599896
242.75	0.8972735999999999	0.362936193808677
243.0	0.8972735999999999	0.38006845255167404
243.25	0.8972735999999999	0.39592917646608916
243.5	0.8972735999999999	0.41089313371192565
243.75	0.8972735999999999	0.4301267710663684
244.0	0.8972735999999999	0.4443813457236276
244.25	0.8972735999999999	0.4570431557008738
244.5	0.8972735999999999	0.4666666666666666
244.75	0.8972735999999999	0.47687909902674996
245.0	0.8972735999999999	0.4798906288839174
245.25	0.8972735999999999	0.48623491844968353
245.5	0.8972735999999999	0.48689076272968884
245.75	0.8972735999999999	0.48563261247825007
246.0	0.8972735999999999	0.4821660069982217
246.25	0.8972735999999999	0.47770894280961396
246.5	0.8972735999999999	0.47334557066100685
246.75	0.8972735999999999	0.46815235472953587
247.0	0.8972735999999999	0.4653683626837989
247.25	0.8972735999999999	0.46190175720377064
247.5	0.8972735999999999	0.46048299202661613
247.75	0.8972735999999999	0.4602554542151857
248.0	0.8972735999999999	0.4577793074437369
248.25	0.8972735999999999	0.4604696074494732
248.5	0.8972735999999999	0.4627985238723494
248.75	0.8972735999999999	0.46638559054666434
249.0	0.8972735999999999	0.47372033882100995
249.25	0.8972735999999999	0.4806133960496376
249.5	0.8972735999999999	0.4898086005468556
249.75	0.8972735999999999	0.5018681045526683
250.0	0.8972735999999999	0.516724985181361
250.25	0.8972735999999999	0.5309126369529054
250.5	0.8972735999999999	0.5499455056502036
250.75	0.8972735999999999	0.5707049847989445
251.0	0.8972735999999999	0.593646150021989
251.25	0.8972735999999999	0.6167880839021778
